START_TIME,PS_TNDR_REQ,PS_TNDR_AMNT,PS_EMD_REQ,ZFYLX,CHANGE_BY,PROCESS_TYPE,STATUS,APPROVE,PROC_GROUP,ZZ_NOTICE,ZZ_DAPPROVE,ZZ_EC,ZZ_URL,ITEM_MODIFY,PURCHASE_MODIFY,STANDARD_MODIFY,ZZ_PBYZ,ZZ_ZBFYF_S,ZJ_LBMS,ZZ_PBRS,ZQUOT_VIS,ZZ_LB
10591,1,10857,1,8074,847,6895,10068,9258,136,10724,4536,125,10723,10709,37,183,2944,4164,554,5841,4081,124
10591,1,10857,1,8074,847,6895,10068,9258,136,37,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,847,6895,10068,9258,438,31,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,847,6895,10068,9258,438,23,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,847,6895,10068,9258,438,37,4536,125,10723,10709,37,183,2944,4164,7119,5841,4081,124
10591,1,10857,1,8074,847,2645,10068,746,438,10724,4536,125,10723,16,37,183,2944,4164,554,3574,3360,124
10591,1,10857,1,8074,847,2645,74,74,438,31,4536,125,10723,16,37,183,2944,4164,554,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,2,10723,10709,37,183,2944,4164,7119,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,2944,4164,7119,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,2,10723,10709,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,16,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,10819,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,16,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,2,10723,10709,37,183,109,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,2944,4164,10,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,109,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,109,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,16,37,183,2944,4164,554,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,1,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,2944,4164,1679,3574,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,2944,4164,1679,3574,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,2944,4164,1679,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,438,37,4536,125,10723,10709,37,183,2944,4164,554,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,438,37,4536,125,10723,10709,37,183,2944,4164,554,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,438,37,4536,125,10723,10709,37,183,2944,4164,554,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,438,10724,4536,125,10723,10709,37,183,147,4164,554,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,16,37,183,2944,4164,89,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,847,593,10068,9258,136,23,4536,125,10723,16,37,183,2944,4164,554,3574,3360,124
10591,1,10857,1,8074,847,593,10068,9258,136,37,4536,125,10723,16,37,183,2944,4164,554,3574,3360,124
10591,1,10857,1,8074,847,593,10068,9258,136,31,4536,125,10723,10709,10819,183,2944,4164,1679,3574,3360,124
10591,1,10857,1,8074,847,593,10068,9258,136,1,4536,125,10723,10709,37,183,2944,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,2,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,960,6895,10068,9258,159,10724,4536,125,10723,10709,37,183,2944,4164,128,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,159,10724,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,847,6895,10068,9258,96,37,4536,2,10723,10709,37,183,2944,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,96,31,4536,125,10723,10709,37,183,48,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,96,37,4536,125,10723,10709,37,183,2944,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,96,37,4536,125,10723,16,37,183,2944,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,96,37,4536,125,10723,16,37,183,48,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,96,10724,4536,125,10723,10709,37,183,48,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,96,10724,4536,125,10723,10709,37,183,2944,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,96,23,4536,125,10723,10709,37,183,2944,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,746,175,10724,4536,125,10723,10709,37,183,1213,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,175,10724,4536,125,10723,10709,37,183,147,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,175,23,4536,125,10723,10709,37,183,78,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,175,23,4536,125,10723,16,37,183,147,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,175,37,4536,2,10723,10709,37,183,147,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,175,10724,4536,125,10723,10709,37,183,2944,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,175,37,4536,125,10723,10709,10819,183,2944,4164,128,3574,3360,124
10591,1,10857,1,8074,960,6895,10068,9258,159,37,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,159,23,4536,125,10723,10709,37,183,2944,4164,166,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,159,37,4536,125,10723,10709,37,183,151,4164,554,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,159,31,4536,125,10723,16,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,159,31,4536,125,10723,10709,37,183,2944,4164,554,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,2,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,16,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,194,10068,9258,458,31,4536,125,10723,10709,37,183,2944,4164,554,5841,4081,124
10591,1,10857,1,8074,770,194,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,2944,4164,554,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,1,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,960,6895,10068,9258,159,31,4536,125,10723,10709,10819,183,2944,1,198,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,159,31,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,419,10724,4536,125,10723,10709,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,419,23,4536,125,10723,10709,37,183,2944,4164,554,5841,4081,124
10591,1,10857,1,8074,960,593,10068,9258,761,31,4536,125,10723,10709,37,183,151,4164,1679,5841,3360,124
10591,1,10857,1,8074,960,593,10068,9258,761,10724,4536,125,10723,10709,37,183,151,4164,554,3574,3360,124
10591,1,10857,1,8074,960,593,10068,9258,761,37,4536,125,10723,10709,37,183,151,4164,567,3574,3360,124
10591,1,10857,1,8074,960,593,10068,9258,761,31,4536,125,10723,10709,37,183,151,4164,567,3574,3360,124
10591,1,10857,1,8074,960,593,10068,9258,761,31,4536,125,10723,10709,37,183,151,4164,567,3574,3360,124
10591,1,10857,1,8074,960,593,10068,9258,761,23,4536,125,10723,10709,37,183,151,4164,554,3574,3360,124
10591,1,10857,1,8074,1281,593,10068,9258,261,23,4536,125,10723,16,37,183,2944,4164,89,5841,4081,124
10591,1,10857,1,8074,1281,593,10068,9258,261,31,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,761,37,4536,125,10723,10709,37,183,2944,4164,554,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,761,10724,4536,3,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,761,31,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,761,31,4536,125,10723,16,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,761,31,4536,125,10723,10709,37,183,2944,4164,1,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,159,37,4536,125,10723,10709,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,159,10724,4536,125,10723,10709,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,746,419,31,4536,125,10723,16,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,746,761,10724,4536,125,10723,10709,37,183,151,4164,567,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,761,10724,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,761,10724,4536,125,10723,10709,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,9258,761,10724,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,593,10068,9258,761,37,4536,125,10723,10709,37,183,2944,4164,1679,5841,3360,124
10591,1,10857,1,8074,960,593,10068,9258,761,10724,4536,125,10723,16,37,183,2944,4164,567,3574,3360,124
10591,1,10857,1,8074,960,593,10068,9258,761,23,4536,125,10723,10709,10819,183,151,4164,1679,5841,3360,124
10591,1,10857,1,8074,960,593,10068,9258,761,23,4536,125,10723,10709,10819,183,151,4164,567,3574,3360,124
10591,1,10857,1,8074,960,593,10068,9258,761,37,4536,125,10723,10709,37,183,151,4164,567,3574,3360,124
10591,1,10857,1,8074,960,593,10068,746,761,37,4536,125,10723,10709,37,183,151,4164,554,5841,3360,124
10591,1,10857,1,8074,960,6895,715,699,761,31,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,960,6895,10068,746,761,10724,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,1402,6895,10068,746,151,37,4536,125,10723,10709,37,183,2944,4164,1679,3574,3360,10732
10591,1,10857,1,8074,1402,6895,715,699,151,31,4536,1,10723,10709,37,183,2944,4164,1679,3574,3360,124
10591,1,10857,1,8074,1402,6895,715,699,151,10724,4536,125,10723,16,37,183,2944,4164,1679,3574,3360,124
10591,1,10857,1,8074,1402,6895,10068,9258,151,10724,4536,125,10723,10709,37,183,2944,4164,1679,3574,3360,124
10591,1,10857,1,8074,1402,6895,10068,9258,151,10724,4536,125,10723,10709,37,183,180,4164,1679,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,746,96,31,4536,125,10723,10709,37,183,2944,4164,128,3574,3360,124
10591,1,10857,1,8074,847,6895,10068,9258,96,31,4536,125,10723,16,37,183,147,4164,128,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,2944,4164,554,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,3,10723,10709,37,183,151,4164,89,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,16,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,2944,4164,3,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,16,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,10819,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,16,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,16,37,183,2944,4164,567,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,2944,4164,166,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,2645,10068,9258,458,37,4536,125,10723,10709,37,183,2944,4164,1679,5841,3360,124
10591,1,10857,1,8074,770,2645,10068,9258,458,37,4536,125,10723,10709,37,183,2944,4164,128,5841,3360,124
10591,1,10857,1,8074,770,2645,10068,9258,458,23,4536,125,10723,10709,37,183,2944,4164,198,5841,3360,124
10591,1,10857,1,8074,770,2645,715,699,458,31,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,2645,10068,9258,458,10724,4536,125,10723,10709,37,183,109,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,10819,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,10709,37,183,2944,4164,128,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,16,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,23,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,31,4536,125,10723,16,37,183,326,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,2645,10068,9258,458,37,4536,125,10723,10709,37,183,2944,4164,128,5841,3360,124
10591,1,10857,1,8074,770,2645,10068,9258,458,10724,4536,125,10723,10709,37,183,2944,4164,1679,5841,3360,124
10591,1,10857,1,8074,770,2645,10068,9258,458,31,4536,125,10723,10709,37,183,2944,4164,554,5841,3360,124
10591,1,10857,1,8074,770,2645,10068,9258,458,31,4536,125,10723,10709,37,183,109,4164,1679,3574,3360,124
10591,1,10857,1,8074,770,6895,10068,9258,458,37,4536,125,10723,10709,37,183,2944,4164,1679,5841,4081,124
10591,1,10857,1,8074,770,6895,10068,9258,458,10724,4536,125,10723,10709,37,183,326,4164,1679,3574,3360,124
